,area,area_sqft,bedrooms,bathrooms,total_price
5250,KK Nagar,1689,2.0,1.0,11913452
5251,Karapakkam,613,1.0,1.0,5767041
5252,KK Nagar,2494,4.0,2.0,14068749
5253,Velachery,1545,2.0,1.0,6914767
5254,Velachery,1550,2.0,1.0,11220573
5255,KK Nagar,2318,4.0,2.0,19456374
5256,KK Nagar,2481,4.0,2.0,14198095
5257,Velachery,1552,2.0,1.0,12522584
5258,Karapakkam,943,1.0,1.0,10843268
5259,T Nagar,1635,1.0,1.0,12132881
5260,Karapakkam,1121,1.0,1.0,9511193
5261,Karapakkam,1241,1.0,1.0,7873201
5262,Velachery,1869,3.0,2.0,9335752
5263,Chrompet,1264,2.0,1.0,11394541
5264,Velachery,1558,2.0,1.0,9887609
5265,Chrompet,765,1.0,1.0,11498614
5266,Chrompet,950,1.0,1.0,10239653
5267,Chrompet,1248,2.0,1.0,15772566
5268,Karapakkam,901,1.0,1.0,4903461
5269,Karapakkam,1410,2.0,2.0,8366824
5270,KK Nagar,2263,4.0,2.0,13076923
5271,T Nagar,1745,1.0,1.0,13048048
5272,KK Nagar,2100,3.0,2.0,18127675
5273,KK Nagar,2414,4.0,2.0,21320371
5274,Chrompet,793,1.0,1.0,9015801
5275,Anna Nagar,1502,1.0,1.0,18824144
5276,Karapakkam,748,1.0,1.0,4741755
5277,Chrompet,788,1.0,1.0,7444138
5278,Karapakkam,1341,2.0,2.0,8952262
5279,Anna Nagar,1571,1.0,1.0,13037181
5280,Adyar,944,1.0,1.0,11045060
5281,Chrompet,1206,2.0,1.0,10045626
5282,Karapakkam,1465,2.0,2.0,11730975
5283,Chrompet,707,1.0,1.0,7515473
5284,Velachery,1968,3.0,2.0,9042538
5285,Chrompet,813,1.0,1.0,9216271
5286,Karapakkam,586,1.0,1.0,6267760
5287,Karapakkam,1671,2.0,2.0,7226208
5288,Velachery,1740,2.0,1.0,16394042
5289,Velachery,1633,2.0,1.0,15178614
5290,Karapakkam,550,1.0,1.0,7219575
5291,Adyar,1267,2.0,2.0,8690864
5292,Adyar,916,1.0,1.0,8500004
5293,T Nagar,1872,2.0,1.0,23378516
5294,Chrompet,1148,1.0,1.0,9627678
5295,KK Nagar,1840,3.0,2.0,17097880
5296,Karapakkam,586,1.0,1.0,5012011
5297,Karapakkam,1121,1.0,1.0,7773624
5298,KK Nagar,2430,4.0,2.0,19760244
5299,KK Nagar,2256,4.0,2.0,11233806
5300,Chrompet,1280,2.0,1.0,15076021
5301,Chrompet,1184,1.0,1.0,14621344
5302,Anna Nagar,1775,1.0,1.0,21455787
5303,Chrompet,1062,1.0,1.0,9163398
5304,Chrompet,823,1.0,1.0,12317075
5305,Velachery,1626,2.0,1.0,9501767
5306,Karapakkam,774,1.0,1.0,6779790
5307,Velachery,1627,2.0,1.0,10909279
5308,KK Nagar,2078,3.0,2.0,12846786
5309,Anna Nagar,1740,1.0,1.0,12636571
5310,Adyar,630,1.0,1.0,9724606
5311,Karapakkam,1474,2.0,2.0,12091086
5312,Chrompet,1114,1.0,1.0,10232305
5313,Chrompet,1188,1.0,1.0,13538371
5314,Chrompet,1273,2.0,1.0,9673157
5315,Velachery,1884,3.0,2.0,17325158
5316,Karapakkam,1550,2.0,2.0,7483296
5317,Adyar,1208,2.0,2.0,10581519
5318,Chrompet,1231,2.0,1.0,14869112
5319,Chrompet,914,1.0,1.0,12906148
5320,Velachery,1578,2.0,1.0,10001712
5321,Chrompet,938,1.0,1.0,9152331
5322,KK Nagar,2240,4.0,2.0,13082966
5323,T Nagar,1595,1.0,1.0,19551249
5324,KK Nagar,2438,4.0,2.0,20492444
5325,Chrompet,707,1.0,1.0,7833074
5326,Velachery,1697,2.0,1.0,12302994
5327,KK Nagar,2049,3.0,2.0,16010211
5328,Anna Nagar,1775,1.0,1.0,16045719
5329,Karapakkam,957,1.0,1.0,5516700
5330,Karapakkam,1592,2.0,2.0,8619678
5331,KK Nagar,2317,4.0,2.0,13681916
5332,Chrompet,742,1.0,1.0,6109490
5333,Chrompet,763,1.0,1.0,7268612
5334,Velachery,1738,2.0,1.0,16460598
5335,Chrompet,791,1.0,1.0,8633544
5336,Anna Nagar,1662,1.0,1.0,19135346
5337,Anna Nagar,1794,1.0,1.0,14667587
5338,Chrompet,841,1.0,1.0,8468253
5339,Adyar,702,1.0,1.0,10839921
5340,Karapakkam,1009,1.0,1.0,7215677
5341,KK Nagar,1522,2.0,1.0,14021840
5342,Adyar,1274,2.0,2.0,11086128
5343,KK Nagar,2175,3.0,2.0,11981904
5344,KK Nagar,2101,3.0,2.0,12212710
5345,Adyar,837,1.0,1.0,8309512
5346,Anna Nagar,1845,2.0,1.0,23637346
5347,Adyar,1245,2.0,2.0,8141229
5348,Velachery,1510,2.0,1.0,11620581
5349,Velachery,1562,2.0,1.0,7978410
5350,Chrompet,792,1.0,1.0,7697879
5351,Chrompet,1124,1.0,1.0,13824993
5352,Velachery,1917,3.0,2.0,16835360
5353,Velachery,1910,3.0,2.0,15796877
5354,Adyar,1151,1.0,1.0,7965992
5355,KK Nagar,2158,3.0,2.0,18052509
5356,Karapakkam,1464,2.0,2.0,8111655
5357,Chrompet,883,1.0,1.0,12708788
5358,Karapakkam,532,1.0,1.0,5573829
5359,KK Nagar,1925,3.0,2.0,10240456
5360,Chrompet,1067,1.0,1.0,10245824
5361,Chrompet,801,1.0,1.0,11573519
5362,KK Nagar,1536,2.0,1.0,11230678
5363,Velachery,1505,2.0,1.0,10336175
5364,Chrompet,849,1.0,1.0,11331515
5365,Velachery,1514,2.0,1.0,9418438
5366,Chrompet,1181,1.0,1.0,12560575
5367,T Nagar,1773,1.0,1.0,12624869
5368,Anna Nagar,1906,2.0,1.0,13303580
5369,Chrompet,1061,1.0,1.0,13084555
5370,Velachery,1520,2.0,1.0,12371332
5371,KK Nagar,1564,2.0,1.0,14326689
5372,Velachery,1900,3.0,2.0,10635212
5373,Chrompet,1120,1.0,1.0,10311237
5374,Karapakkam,1147,1.0,1.0,5674048
5375,Chrompet,1087,1.0,1.0,8873583
5376,Karapakkam,955,1.0,1.0,6513387
5377,Karapakkam,545,1.0,1.0,4876571
5378,KK Nagar,1494,2.0,1.0,14025243
5379,Karapakkam,1649,2.0,2.0,13913936
5380,Adyar,1297,2.0,2.0,17339969
5381,Karapakkam,676,1.0,1.0,3958242
5382,Anna Nagar,1523,1.0,1.0,12599392
5383,Anna Nagar,1704,1.0,1.0,12954249
5384,Karapakkam,827,1.0,1.0,6812814
5385,Chrompet,897,1.0,1.0,7955792
5386,Karapakkam,1024,1.0,1.0,7531902
5387,KK Nagar,1707,2.0,1.0,11713732
5388,T Nagar,1838,2.0,1.0,13205641
5389,Karapakkam,1680,2.0,2.0,8242508
5390,Anna Nagar,1617,1.0,1.0,14694412
5391,Chrompet,927,1.0,1.0,8745595
5392,Adyar,873,1.0,1.0,12583995
5393,Anna Nagar,1841,2.0,1.0,22314841
5394,Karapakkam,712,1.0,1.0,4082678
5395,Anna Nagar,1860,2.0,1.0,14190413
5396,Velachery,1774,2.0,1.0,6713878
5397,Anna Nagar,1781,1.0,1.0,22843754
5398,KK Nagar,1351,2.0,1.0,9804094
5399,KK Nagar,2263,4.0,2.0,11570041
5400,KK Nagar,1956,3.0,2.0,12110723
5401,Karapakkam,1199,1.0,1.0,8641794
5402,Chrompet,960,1.0,1.0,12558706
5403,Karapakkam,1053,1.0,1.0,9700492
5404,KK Nagar,1944,3.0,2.0,17633369
5405,Chrompet,780,1.0,1.0,7977081
5406,Velachery,1868,3.0,2.0,9602202
5407,Karapakkam,511,1.0,1.0,6926853
5408,Adyar,951,1.0,1.0,11655176
5409,Chrompet,1150,1.0,1.0,9421219
5410,Anna Nagar,1758,1.0,1.0,14989938
5411,Karapakkam,703,1.0,1.0,7660449
5412,Chrompet,973,1.0,1.0,8213087
5413,Adyar,1128,1.0,1.0,15712479
5414,Karapakkam,578,1.0,1.0,6116768
5415,T Nagar,1669,1.0,1.0,12430572
5416,Adyar,1096,1.0,1.0,7801804
5417,Anna Nagar,1595,1.0,1.0,11375107
5419,Chrompet,1298,2.0,1.0,11157280
5420,T Nagar,1812,2.0,1.0,12108907
5421,Karapakkam,975,1.0,1.0,10084581
5422,KK Nagar,1830,3.0,2.0,11560489
5423,Karapakkam,1054,1.0,1.0,6653279
5424,Anna Nagar,1852,2.0,1.0,12394749
5425,Chrompet,1057,1.0,1.0,9306206
5426,Anna Nagar,1616,1.0,1.0,14091587
5427,Velachery,1500,2.0,1.0,7979652
5428,Chrompet,750,1.0,1.0,8560730
5429,Chrompet,1262,2.0,1.0,10693089
5430,Anna Nagar,1700,1.0,1.0,13045819
5431,Anna Nagar,1605,1.0,1.0,20857585
5432,Chrompet,1192,1.0,1.0,7680235
5433,Chrompet,1199,1.0,1.0,8046290
5434,Chrompet,980,1.0,1.0,9608945
5435,Velachery,1539,2.0,1.0,15776078
5436,Chrompet,824,1.0,1.0,12982749
5437,Chrompet,1124,1.0,1.0,9015374
5438,Karapakkam,1397,2.0,2.0,12895872
5439,KK Nagar,1419,2.0,1.0,9532023
5440,Karapakkam,1214,1.0,1.0,6478583
5441,KK Nagar,1512,2.0,1.0,11470813
5442,Karapakkam,574,1.0,1.0,4862189
5443,Karapakkam,1446,2.0,2.0,10489601
5444,Chrompet,1138,1.0,1.0,13586429
5445,T Nagar,1773,1.0,1.0,20265408
5446,Chrompet,879,1.0,1.0,7303271
5447,Velachery,1744,2.0,1.0,12665230
5448,KK Nagar,1751,2.0,1.0,11246722
5449,Karapakkam,1541,2.0,2.0,8880179
5450,Karapakkam,1625,2.0,2.0,13873802
5451,Karapakkam,675,1.0,1.0,6314981
5452,Karapakkam,543,1.0,1.0,8032178
5453,Karapakkam,1087,1.0,1.0,10190760
5454,Chrompet,1083,1.0,1.0,8950102
5455,KK Nagar,2451,4.0,2.0,13794753
5456,T Nagar,1562,1.0,1.0,12511338
5457,KK Nagar,1600,2.0,1.0,11587959
5458,T Nagar,1624,1.0,1.0,20648965
5459,Chrompet,1216,2.0,1.0,14035224
5460,KK Nagar,1333,2.0,1.0,11328725
5461,KK Nagar,1564,2.0,1.0,10029318
5462,KK Nagar,1366,2.0,1.0,8045054
5463,Adyar,1277,2.0,2.0,8656096
5464,Karapakkam,1245,1.0,1.0,9059054
5465,Karapakkam,1314,1.0,1.0,8067514
5466,Chrompet,967,1.0,1.0,12201247
5467,Karapakkam,1511,2.0,2.0,7475282
5468,Karapakkam,1067,1.0,1.0,8113560
5469,Chrompet,1005,1.0,1.0,11031756
5470,Karapakkam,1148,1.0,1.0,12424126
5471,Velachery,1501,2.0,1.0,8603315
5472,KK Nagar,1559,2.0,1.0,14707566
5473,Anna Nagar,1942,2.0,1.0,21386655
5474,T Nagar,1536,1.0,1.0,11532009
5475,Velachery,1833,3.0,2.0,9309174
5476,Chrompet,831,1.0,1.0,6530492
5477,Anna Nagar,1785,1.0,1.0,15585006
5478,Chrompet,935,1.0,1.0,10135144
5479,KK Nagar,2409,4.0,2.0,12591844
5480,Velachery,1760,2.0,1.0,10395663
5481,T Nagar,1920,2.0,1.0,14580931
5482,Karapakkam,1352,2.0,2.0,7546969
5483,Chrompet,708,1.0,1.0,9893576
5484,Velachery,1798,2.0,1.0,8086072
5485,Chrompet,901,1.0,1.0,9297331
5486,Chrompet,1270,2.0,1.0,13881623
5487,Chrompet,802,1.0,1.0,7599043
5488,Chrompet,1094,1.0,1.0,12516556
5489,Karapakkam,666,1.0,1.0,4762314
5490,Velachery,1655,2.0,1.0,8886318
5491,KK Nagar,1622,2.0,1.0,13401885
5492,KK Nagar,2364,4.0,2.0,19823365
5493,Karapakkam,1442,2.0,2.0,9494729
5494,KK Nagar,1614,2.0,1.0,14208094
5495,Velachery,1567,2.0,1.0,13912747
5496,Karapakkam,677,1.0,1.0,5976878
5497,KK Nagar,2333,4.0,2.0,15209576
5498,Karapakkam,1270,1.0,1.0,10100384
5499,Chrompet,1022,1.0,1.0,9425438
5500,Chrompet,1000,1.0,1.0,10068500
5501,KK Nagar,1429,2.0,1.0,9391612
5502,T Nagar,1515,1.0,1.0,20923190
5503,Adyar,888,1.0,1.0,12963496
5504,Karapakkam,712,1.0,1.0,8117292
5505,T Nagar,1685,1.0,1.0,20771496
5506,KK Nagar,1483,2.0,1.0,14385197
5507,Adyar,990,1.0,1.0,10827666
5508,Karapakkam,1157,1.0,1.0,7329584
5509,Karapakkam,1350,2.0,2.0,10535912
5510,KK Nagar,1702,2.0,1.0,15722797
5511,T Nagar,1779,1.0,1.0,14558379
5512,Karapakkam,1356,2.0,2.0,8700595
5513,Chrompet,713,1.0,1.0,9581780
5514,Adyar,969,1.0,1.0,11253341
5515,KK Nagar,1324,1.0,1.0,9665313
5516,Chrompet,1156,1.0,1.0,14760312
5517,Karapakkam,1327,1.0,1.0,10548362
5518,Karapakkam,1117,1.0,1.0,9899261
5519,Chrompet,1284,2.0,1.0,15336794
5520,Anna Nagar,1983,2.0,1.0,15877111
5521,Chrompet,1264,2.0,1.0,9401239
5522,Velachery,1649,2.0,1.0,13601388
5523,Chrompet,1245,2.0,1.0,11537666
5524,KK Nagar,1422,2.0,1.0,14362005
5525,Adyar,634,1.0,1.0,9226486
5526,KK Nagar,2052,3.0,2.0,11000111
5527,Chrompet,984,1.0,1.0,8898603
5528,Anna Nagar,1808,2.0,1.0,14217043
5529,Chrompet,1266,2.0,1.0,9425611
5530,T Nagar,1910,2.0,1.0,22779671
5531,Velachery,1527,2.0,1.0,9340078
5532,Adyar,1124,1.0,1.0,8209125
5533,Velachery,1654,2.0,1.0,10727729
5534,Velachery,1722,2.0,1.0,13878428
5535,Chrompet,833,1.0,1.0,11738964
5536,Karapakkam,529,1.0,1.0,4389562
5537,Karapakkam,1640,2.0,2.0,11507831
5538,Adyar,1271,2.0,2.0,9678263
5539,Velachery,1628,2.0,1.0,7569719
5540,T Nagar,1553,1.0,1.0,19302056
5541,Karapakkam,633,1.0,1.0,6015120
5542,Chrompet,796,1.0,1.0,9352221
5543,Velachery,1794,2.0,1.0,10967812
5544,Velachery,1726,2.0,1.0,8457702
5545,Velachery,1644,2.0,1.0,10746863
5546,KK Nagar,2471,4.0,2.0,13381228
5547,Karapakkam,1122,1.0,1.0,9349988
5548,Anna Nagar,1906,2.0,1.0,15430393
5549,KK Nagar,1420,2.0,1.0,14640103
5550,Velachery,1755,2.0,1.0,15229560
5551,Velachery,1686,2.0,1.0,14156380
5552,KK Nagar,2053,3.0,2.0,12659768
5553,Anna Nagar,1772,1.0,1.0,21046404
5554,Chrompet,918,1.0,1.0,11158646
5555,Chrompet,861,1.0,1.0,9874027
5556,Karapakkam,1091,1.0,1.0,9489198
5557,Chrompet,1093,1.0,1.0,9701031
5558,Velachery,1860,3.0,2.0,15423813
5559,Velachery,1908,3.0,2.0,10654099
5560,Velachery,1555,2.0,1.0,13678371
5561,Chrompet,1139,1.0,1.0,8954974
5562,Adyar,982,1.0,1.0,6808222
5563,Chrompet,875,1.0,1.0,10090215
5564,Karapakkam,1631,2.0,2.0,9523042
5565,Velachery,1615,2.0,1.0,11450196
5566,Chrompet,942,1.0,1.0,8281922
5567,Karapakkam,1537,2.0,2.0,8813221
5568,Adyar,961,1.0,1.0,13105701
5569,Velachery,1901,3.0,2.0,8995403
5570,Karapakkam,641,1.0,1.0,4541419
5571,Velachery,1538,2.0,1.0,11712379
5572,Chrompet,1188,1.0,1.0,10210947
5573,Chrompet,1068,1.0,1.0,12991327
5574,Chrompet,1034,1.0,1.0,8783268
5575,Adyar,619,1.0,1.0,7727455
5576,T Nagar,1762,1.0,1.0,20820731
5577,Chrompet,1100,1.0,1.0,8635200
5578,Velachery,1860,3.0,2.0,14039648
5579,Adyar,753,1.0,1.0,9025409
5580,Anna Nagar,1636,1.0,1.0,12346541
5581,KK Nagar,2074,3.0,2.0,12338467
5582,T Nagar,1533,1.0,1.0,13294534
5583,Velachery,1530,2.0,1.0,13175510
5584,Chrompet,825,1.0,1.0,12048400
5585,Velachery,1794,2.0,1.0,8941041
5586,Karapakkam,1267,1.0,1.0,9566189
5587,KK Nagar,1891,3.0,2.0,17170343
5588,Anna Nagar,1896,2.0,1.0,22838130
5589,Chrompet,1223,2.0,1.0,10151822
5590,KK Nagar,1724,2.0,1.0,17103778
5591,Adyar,1072,1.0,1.0,12056044
5592,Adyar,634,1.0,1.0,6944967
5593,Velachery,1767,2.0,1.0,10135767
5594,Chrompet,1273,2.0,1.0,10331222
5595,Karapakkam,1275,1.0,1.0,7385855
5596,Karapakkam,1047,1.0,1.0,7566615
5597,Anna Nagar,1597,1.0,1.0,13089717
5598,Karapakkam,1586,2.0,2.0,10278517
5599,KK Nagar,2327,4.0,2.0,19894688
5600,KK Nagar,2008,3.0,2.0,17550092
5601,KK Nagar,1303,1.0,1.0,9936093
5602,Adyar,846,1.0,1.0,5860965
5603,Karapakkam,1428,2.0,2.0,10705059
5604,Chrompet,877,1.0,1.0,11477521
5605,Velachery,1751,2.0,1.0,11173115
5606,Anna Nagar,1738,1.0,1.0,20145243
5607,Adyar,985,1.0,1.0,10046137
5608,Adyar,766,1.0,1.0,7890571
5609,Karapakkam,1196,1.0,1.0,8464386
5610,Chrompet,1128,1.0,1.0,11420800
5611,Chrompet,1092,1.0,1.0,8192381
5612,KK Nagar,1973,3.0,2.0,13612191
5613,KK Nagar,2447,4.0,2.0,14224336
5614,Velachery,1736,2.0,1.0,9533125
5615,Velachery,1559,2.0,1.0,13597435
5616,Anna Nagar,1708,1.0,1.0,13321013
5617,Karapakkam,517,1.0,1.0,7191990
5618,Karapakkam,1403,2.0,2.0,12605463
5619,Karapakkam,1085,1.0,1.0,10471879
5620,Karapakkam,510,1.0,1.0,6555726
5621,Chrompet,1291,2.0,1.0,9618703
5622,Velachery,1961,3.0,2.0,16712469
5623,Adyar,766,1.0,1.0,11104429
5624,Adyar,1169,1.0,1.0,15783931
5625,Karapakkam,1401,2.0,2.0,9312780
5626,Chrompet,946,1.0,1.0,12172884
5627,Adyar,829,1.0,1.0,9053296
5628,KK Nagar,2276,4.0,2.0,18298245
5629,T Nagar,1861,2.0,1.0,15262089
5630,Velachery,1616,2.0,1.0,9267685
5631,Karapakkam,1505,2.0,2.0,8918684
5632,Karapakkam,1072,1.0,1.0,7010850
5633,Karapakkam,1253,1.0,1.0,9532585
5634,Velachery,1859,3.0,2.0,11914392
5635,Velachery,1805,3.0,2.0,14161540
5636,Chrompet,1274,2.0,1.0,11707605
5637,T Nagar,1709,1.0,1.0,20637668
5638,Anna Nagar,1909,2.0,1.0,13983698
5639,Velachery,1591,2.0,1.0,14185008
5640,Velachery,1674,2.0,1.0,15153210
5641,Anna Nagar,1730,1.0,1.0,14411810
5642,Karapakkam,838,1.0,1.0,5666700
5643,Velachery,1718,2.0,1.0,16928405
5644,Velachery,1863,3.0,2.0,11520558
5645,Chrompet,746,1.0,1.0,9108112
5646,Chrompet,940,1.0,1.0,9890171
5647,T Nagar,1569,1.0,1.0,12659977
5648,KK Nagar,2219,3.0,2.0,13088154
5649,Karapakkam,843,1.0,1.0,5302573
5650,T Nagar,1779,1.0,1.0,13669875
5651,Karapakkam,543,1.0,1.0,4806355
5652,KK Nagar,2215,3.0,2.0,18916472
5653,Karapakkam,551,1.0,1.0,5446174
5654,Karapakkam,692,1.0,1.0,4732467
5655,KK Nagar,2432,4.0,2.0,14846685
5656,Chrompet,892,1.0,1.0,11161821
5657,KK Nagar,1734,2.0,1.0,16697698
5658,Adyar,944,1.0,1.0,7366350
5659,Velachery,1924,3.0,2.0,11772750
5660,Anna Nagar,1688,1.0,1.0,11046001
5661,KK Nagar,1721,2.0,1.0,11372528
5662,Chrompet,745,1.0,1.0,11023219
5663,Karapakkam,1590,2.0,2.0,12122995
5664,KK Nagar,1719,2.0,1.0,16409727
5665,Chrompet,838,1.0,1.0,8187919
5666,KK Nagar,1941,3.0,2.0,12671509
5667,Chrompet,1215,2.0,1.0,10982127
5668,Karapakkam,926,1.0,1.0,5883803
5669,Anna Nagar,1609,1.0,1.0,12266915
5670,Chrompet,1226,2.0,1.0,10559336
5671,KK Nagar,1478,2.0,1.0,10716953
5672,Chrompet,1041,1.0,1.0,14407601
5673,Karapakkam,1420,2.0,2.0,8633100
5674,Anna Nagar,1933,2.0,1.0,23609988
5675,Chrompet,1093,1.0,1.0,9980696
5676,Velachery,1683,2.0,1.0,8915659
5677,Adyar,1165,1.0,1.0,7925395
5678,Chrompet,1083,1.0,1.0,13509998
5679,KK Nagar,2004,3.0,2.0,10640344
5680,Chrompet,1102,1.0,1.0,9277236
5681,Velachery,1565,2.0,1.0,14638030
5682,T Nagar,1938,2.0,1.0,13348867
5683,Velachery,1615,2.0,1.0,9472061
5684,Karapakkam,746,1.0,1.0,9643506
5685,Chrompet,824,1.0,1.0,12056044
5686,KK Nagar,2432,4.0,2.0,14819916
5687,Karapakkam,645,1.0,1.0,8037606
5688,Velachery,1850,3.0,2.0,9589441
5689,KK Nagar,1985,3.0,2.0,10348518
5690,Karapakkam,1031,1.0,1.0,7484171
5691,Velachery,1604,2.0,1.0,6676353
5692,Adyar,640,1.0,1.0,9176092
5693,Anna Nagar,1666,1.0,1.0,14006756
5694,Karapakkam,770,1.0,1.0,6763569
5695,T Nagar,1815,2.0,1.0,22118021
5696,KK Nagar,2203,3.0,2.0,19355218
5697,Karapakkam,1194,1.0,1.0,6859083
5698,Velachery,1832,3.0,2.0,13250257
5699,Karapakkam,639,1.0,1.0,7453638
5700,Anna Nagar,1638,1.0,1.0,11510740
5701,Velachery,1800,2.0,1.0,16577533
5702,Karapakkam,909,1.0,1.0,11011698
5703,Karapakkam,1184,1.0,1.0,8812550
5704,Velachery,1803,3.0,2.0,12106845
5705,Chrompet,713,1.0,1.0,8132410
5706,Velachery,1624,2.0,1.0,7661842
5707,Adyar,1077,1.0,1.0,10203590
5708,KK Nagar,1729,2.0,1.0,9466131
5709,Chrompet,1065,1.0,1.0,12779078
5710,Anna Nagar,1671,1.0,1.0,12906116
5711,Karapakkam,510,1.0,1.0,6965343
5712,Adyar,1181,1.0,1.0,8968533
5713,Chrompet,758,1.0,1.0,9761788
5714,KK Nagar,2156,3.0,2.0,13487958
5715,KK Nagar,2004,3.0,2.0,12750883
5716,Chrompet,1067,1.0,1.0,8556373
5717,Chrompet,1085,1.0,1.0,8696330
5718,Adyar,1064,1.0,1.0,14768466
5719,Chrompet,739,1.0,1.0,10148025
5720,Anna Nagar,1829,2.0,1.0,13359503
5721,T Nagar,1637,1.0,1.0,12476628
5722,Adyar,763,1.0,1.0,8526191
5723,Adyar,1138,1.0,1.0,8043127
5724,Anna Nagar,1724,1.0,1.0,13574681
5725,Chrompet,1017,1.0,1.0,9690812
5726,Karapakkam,732,1.0,1.0,4208466
5727,Velachery,1926,3.0,2.0,9998889
5728,Chrompet,958,1.0,1.0,9598220
5729,Velachery,1938,3.0,2.0,8753600
5730,Karapakkam,1362,2.0,2.0,8684222
5731,Velachery,1627,2.0,1.0,9177596
5732,Karapakkam,737,1.0,1.0,6446070
5733,Chrompet,726,1.0,1.0,11665684
5734,KK Nagar,2189,3.0,2.0,11655770
5735,Adyar,890,1.0,1.0,11531883
5736,Chrompet,810,1.0,1.0,7894050
5737,Karapakkam,1592,2.0,2.0,6806379
5738,Adyar,1245,2.0,2.0,8677972
5739,KK Nagar,1479,2.0,1.0,13598977
5740,Chrompet,1259,2.0,1.0,12498231
5741,KK Nagar,2042,3.0,2.0,13290757
5742,Karapakkam,663,1.0,1.0,10544484
5743,KK Nagar,2439,4.0,2.0,14325708
5744,T Nagar,1888,2.0,1.0,14673921
5745,Karapakkam,1655,2.0,2.0,12223888
5746,Adyar,1197,1.0,1.0,8456908
5747,Adyar,966,1.0,1.0,13125607
5748,Karapakkam,807,1.0,1.0,4154734
5749,Chrompet,862,1.0,1.0,11997954
5750,Velachery,1625,2.0,1.0,14545712
5751,Chrompet,1143,1.0,1.0,12976211
5752,Chrompet,967,1.0,1.0,14514461
5753,Chrompet,1168,1.0,1.0,13508073
5754,Velachery,1744,2.0,1.0,15997214
5755,Velachery,1966,3.0,2.0,12012775
5756,Velachery,1722,2.0,1.0,11233200
5757,Velachery,1541,2.0,1.0,8283692
5758,KK Nagar,1409,2.0,1.0,8938761
5759,KK Nagar,1936,3.0,2.0,17476610
5760,KK Nagar,2474,4.0,2.0,13585002
5761,Chrompet,1217,2.0,1.0,9111889
5762,Chrompet,1057,1.0,1.0,14471781
5763,Chrompet,955,1.0,1.0,13127531
5764,T Nagar,1608,1.0,1.0,20210984
5765,Chrompet,1010,1.0,1.0,7640720
5766,Chrompet,1170,1.0,1.0,14576235
5767,Karapakkam,982,1.0,1.0,5314860
5768,Karapakkam,763,1.0,1.0,6681826
5769,Adyar,778,1.0,1.0,6131855
5770,Karapakkam,1502,2.0,2.0,8208687
5771,Adyar,1110,1.0,1.0,11286633
5772,Chrompet,759,1.0,1.0,7652323
5773,Anna Nagar,1789,1.0,1.0,22653010
5774,Velachery,1884,3.0,2.0,16294505
5775,Chrompet,1181,1.0,1.0,11883656
5776,KK Nagar,1567,2.0,1.0,10887651
5777,Karapakkam,686,1.0,1.0,4996125
5778,Velachery,1630,2.0,1.0,9071744
5779,KK Nagar,1503,2.0,1.0,11470430
5780,Velachery,1754,2.0,1.0,12056058
5781,Karapakkam,1299,1.0,1.0,8680997
5782,Chrompet,983,1.0,1.0,9664188
5783,T Nagar,1708,1.0,1.0,21800136
5784,Chrompet,1230,2.0,1.0,15738359
5785,Velachery,1760,2.0,1.0,15992925
5786,Chrompet,1180,1.0,1.0,8887098
5787,T Nagar,1915,2.0,1.0,16245454
5788,Karapakkam,1533,2.0,2.0,11934473
5789,Karapakkam,534,1.0,1.0,5743704
5790,KK Nagar,1404,2.0,1.0,10985723
5791,Chrompet,949,1.0,1.0,8031524
5792,Velachery,1876,3.0,2.0,9678437
5793,Chrompet,753,1.0,1.0,9618731
5794,Chrompet,993,1.0,1.0,9761975
5795,Karapakkam,1257,1.0,1.0,7103304
5796,Chrompet,1280,2.0,1.0,15985206
5797,KK Nagar,1337,2.0,1.0,9934535
5798,KK Nagar,2325,4.0,2.0,12796780
5799,Velachery,1946,3.0,2.0,12747863
5800,Anna Nagar,1719,1.0,1.0,12090508
5801,Velachery,1636,2.0,1.0,16076850
5802,Chrompet,1264,2.0,1.0,16064011
5803,Karapakkam,780,1.0,1.0,8049794
5804,KK Nagar,2178,3.0,2.0,18339019
5805,Karapakkam,1232,1.0,1.0,7853286
5806,Karapakkam,762,1.0,1.0,3842786
5807,T Nagar,1934,2.0,1.0,14636337
5808,Adyar,978,1.0,1.0,10756740
5809,KK Nagar,2248,4.0,2.0,11654222
5810,Anna Nagar,1991,2.0,1.0,22311105
5811,Karapakkam,573,1.0,1.0,5872791
5812,KK Nagar,2496,4.0,2.0,21080868
5813,KK Nagar,1931,3.0,2.0,11384038
5814,Karapakkam,652,1.0,1.0,4916383
5815,Chrompet,770,1.0,1.0,8385960
5816,Karapakkam,1323,1.0,1.0,10692402
5817,KK Nagar,2180,3.0,2.0,11776523
5818,KK Nagar,2458,4.0,2.0,19945452
5819,Velachery,1684,2.0,1.0,10511821
5820,Anna Nagar,1556,1.0,1.0,19310650
5821,Karapakkam,526,1.0,1.0,7408939
5822,Chrompet,714,1.0,1.0,10693959
5823,Karapakkam,748,1.0,1.0,6081367
5824,Adyar,635,1.0,1.0,6284309
5825,Chrompet,1137,1.0,1.0,10581798
5826,Karapakkam,1132,1.0,1.0,7771124
5827,Anna Nagar,1804,2.0,1.0,13557054
5828,KK Nagar,2327,4.0,2.0,12242111
5829,KK Nagar,1966,3.0,2.0,12941196
5830,Karapakkam,552,1.0,1.0,6955988
5831,KK Nagar,1862,3.0,2.0,16007859
